



                                  Escala padrão de Funcionários efetivo x folguista



        Linha        Frota         Cód. Escala       Efetivo       Folguista     Serviço       Hora Inicial            Hora Final 
          031      0002057           031U02          030238                        NOT             23:30                   04:20 
          445                        445U01          030387                        P19             15:00                   22:00 
          445                        445U01          030040                        P20             15:00                   22:00 

          445                        445U01                                        T1_1            04:30                   12:00 
          445                        445U01          030145                        T1_2            04:30                   12:00 

          445                        445U01                                        T1_3            04:50                   12:00 
          445                        445U01                                        T1_4            20:00                   03:00 

          445                        445U01                                        T1_5            16:00                   23:00 
------------------------------------------------------------------------



          445                        445U01                                        T1_6            12:00                   19:00 

          721      0002152           721U03          030092                        01A             04:45                   09:46 

          721      0002152           721U03          030219                        01C             15:42                   23:43 
          721      0002153           721U03          030030                        02A             05:08                   12:49 

          721      0002153           721U03          030459                        02C             12:49                   21:00 
          721      0002154           721U03          030141                        03A             05:31                   13:19 

          721      0002154           721U03          030429                        03C             13:19                   19:00 
          721      0002155           721U03          030057                        04A             05:54                   09:59 

          721      0002155           721U03          030404                        04C             09:59                   19:23 
          721      0002156           721U03          030430                        05A             06:17                   08:47 

          721      0002156           721U03          030430                        05C             14:19                   19:46 
          721      0002157           721U03          030146                        06A             06:40                   14:04 

          721      0002157           721U03          030073                        06C             17:14                   00:30 
          721      0002158           721U03          030272                        07A             07:03                   14:49 

          721      0002158           721U03          030126                        07C             14:49                   23:11 

          721      0002134           721U03          030466                        08A             06:10                   07:08 
          721      0002148           721U03          030417                        08C             16:40                   18:20 

          721      0002167           721U03          030429                        09A             05:50                   06:48 
          721      0002157           721U03          030073                        09C             15:59                   17:10 

          721      0002130           721U03          030119                        10A             06:30                   07:35 
          A06      0002151           A06U07          030088                        01A             05:30                   14:25 

          A06      0002151           A06U07          030462                        01B             14:25                   23:30 
          A06      0002091           A06U07          030135                        02A             05:00                   13:55 

          A06      0002091           A06U07          030061                        02B             13:55                   22:20 
          A06      0002131           A06U07          030048                        03A             05:30                   09:30 

          A06      0002131           A06U07          030374                        03B             09:30                   17:40 

          A06      0002139           A06U07          030350                        04A             06:20                   07:11 
          A07      0002083           A07U02          030102                        01A             05:00                   13:30 

          A07      0002083           A07U02          030463                        01B             13:30                   23:00 
          A08      0002073           A08U02          030164                        01A             05:10                   10:35 

          A08      0002073           A08U02          030474                        01B             16:35                   23:12 
          A08      0002089           A08U02          030415                        02A             05:35                   10:05 

          A08      0002089           A08U02          030031                        02B             10:05                   18:40 
          A10      0002082           A10U04          030128                        01A             05:10                   12:34 

          A10      0002082           A10U04          030453                        01B             12:34                   19:54 
          A10      0002084           A10U04          030410                        02A             05:12                   07:44 

          A10      0002084           A10U04          030002                        02B             10:58                   20:59 
          A10      0002133           A10U04          030346                        03A             05:46                   11:48 

          A10      0002128           A10U04          030206                        03B             15:40                   22:32 

          A10      0002128           A10U04          030155                        04A             06:04                   08:20 
          A10      0002148           A10U04          030417                        04B             11:46                   16:34 

          A10                        A10U04          030345                        04C             16:34                   23:12 
          A15                        A15U04                                        01A             04:40                   08:05 

          A15                        A15U04                                        01C             11:46                   12:50 
          A15                        A15U04                                        01V             15:22                   23:55 

          A15                        A15U04                                        02A             05:10                   12:35 
          A15                        A15U04                                        02C             12:40                   18:50 

          A20      0002147           A20U02          030041                        01A             05:12                   13:28 
          A20      0002147           A20U02          030464                        01B             13:28                   22:50 

          A20      0002077           A20U02          030431                        02A             05:35                   08:29 
          A20      0002077           A20U02          030410                        02B             12:05                   18:25 

          F01      0002128           F01U04          030155                        01A             00:30                   03:30 
------------------------------------------------------------------------



          F01                        F01U04          030345                        01B             12:50                   15:40 

          F01      0002129           F01U04          030263                        02A             00:30                   03:30 

          F01                        F01U04          030415                        02B             12:30                   16:20 
          F01      0002130           F01U04          030119                        03A             01:30                   04:20 

          F01                        F01U04          030164                        03B             13:30                   16:40 
          F01      0002131           F01U04          030048                        04A             01:30                   04:20 

          F01                        F01U04          030163                        04B             14:00                   14:45 
          F01      0002130           F01U04          030133                        05B             12:40                   15:40 

          F01                        F01U04          030082                        06B             13:10                   15:45 
          F01                        F01U04          030171                        07B             12:45                   15:40 

          F01                        F01U04          030206                        08B             14:00                   15:40 
          F01      0002132           F01U04          030257                        R1_A            03:40                   05:20 

          F01      0002133           F01U04          030346                        R2_A            03:20                   05:20 
          F01      0002134           F01U04          030466                        R3_A            03:20                   05:20 

          F01      0002135           F01U04          030156                        R4_A            02:50                   05:20 

          F01      0002080           F01U04          030452                        R5_A            03:20                   04:30 
          F01      0002136           F01U04          030264                        R5_B            02:30                   05:15 

          F01      0002137           F01U04          030058                        R6_A            03:30                   05:20 
          F01      0002081           F01U04          030236                          RC            23:50                   00:30 
------------------------------------------------------------------------
